x,y
-1.2,-2.5721516221263188
-1.1757575757575758,-2.3983270064094397
-1.1515151515151514,-2.2436080699493886
-1.1272727272727272,-2.1048543834840245
-1.103030303030303,-1.979576039390172
-1.0787878787878786,-1.8657733746411524
-1.0545454545454545,-1.7618218511047437
-1.0303030303030303,-1.6663879152259884
-1.006060606060606,-1.5783665280747878
-0.9818181818181818,-1.496834122018665
-0.9575757575757575,-1.4210127149447889
-0.9333333333333333,-1.3502422117587098
-0.9090909090909091,-1.2839587934403802
-0.8848484848484848,-1.2216778875909078
-0.8606060606060606,-1.1629806256762767
-0.8363636363636363,-1.107502981267655
-0.812121212121212,-1.0549269895325624
-0.7878787878787878,-1.004973596790314
-0.7636363636363637,-0.9573967973470507
-0.7393939393939393,-0.9119787947794686
-0.7151515151515151,-0.86852598440204
-0.6909090909090909,-0.8268655984472851
-0.6666666666666666,-0.7868428894729773
-0.6424242424242423,-0.7483187535068457
-0.6181818181818182,-0.7111677144810532
-0.5939393939393939,-0.6752762070731798
-0.5696969696969697,-0.640541107241763
-0.5454545454545454,-0.6068684693247344
-0.5212121212121211,-0.57417243615673
-0.49696969696969695,-0.5423742947059075
-0.47272727272727266,-0.5114016545731125
-0.4484848484848485,-0.4811877305955551
-0.4242424242424242,-0.45167071395274977
-0.3999999999999999,-0.42279321873816167
-0.37575757575757573,-0.39450179305518673
-0.35151515151515145,-0.36674648541410204
-0.32727272727272727,-0.3394804586206828
-0.303030303030303,-0.3126596445150934
-0.2787878787878787,-0.28624243388727055
-0.2545454545454545,-0.26018939669878327
-0.23030303030303023,-0.234463028410286
-0.20606060606060606,-0.2090275187715584
-0.18181818181818188,-0.1838485398965884
-0.15757575757575748,-0.15889305083441294
-0.1333333333333333,-0.13412911616973255
-0.10909090909090913,-0.10952573645559473
-0.08484848484848473,-0.08505268850170293
-0.06060606060606055,-0.06068037372256608
-0.036363636363636376,-0.036379672894907934
-0.012121212121211977,-0.012121805787549109
0.0121212121212122,0.01212180578754933
0.036363636363636376,0.036379672894907934
0.06060606060606055,0.06068037372256608
0.08484848484848495,0.08505268850170317
0.10909090909090913,0.10952573645559473
0.1333333333333333,0.13412911616973255
0.1575757575757577,0.15889305083441316
0.18181818181818188,0.1838485398965884
0.20606060606060606,0.2090275187715584
0.23030303030303045,0.2344630284102862
0.25454545454545463,0.2601893966987834
0.2787878787878788,0.2862424338872707
0.303030303030303,0.3126596445150934
0.3272727272727274,0.33948045862068293
0.35151515151515156,0.3667464854141022
0.37575757575757573,0.39450179305518673
0.40000000000000013,0.4227932187381619
0.4242424242424243,0.4516707139527499
0.4484848484848485,0.4811877305955551
0.47272727272727266,0.5114016545731125
0.49696969696969706,0.5423742947059076
0.5212121212121212,0.5741724361567301
0.5454545454545454,0.6068684693247344
0.5696969696969698,0.6405411072417632
0.593939393939394,0.67527620707318
0.6181818181818182,0.7111677144810532
0.6424242424242426,0.7483187535068462
0.6666666666666667,0.7868428894729774
0.6909090909090909,0.8268655984472851
0.7151515151515151,0.86852598440204
0.7393939393939395,0.911978794779469
0.7636363636363637,0.9573967973470507
0.7878787878787878,1.004973596790314
0.8121212121212122,1.0549269895325628
0.8363636363636362,1.1075029812676547
0.8606060606060606,1.1629806256762767
0.884848484848485,1.2216778875909085
0.909090909090909,1.28395879344038
0.9333333333333333,1.3502422117587098
0.9575757575757577,1.4210127149447895
0.9818181818181817,1.4968341220186645
1.006060606060606,1.5783665280747878
1.0303030303030305,1.6663879152259893
1.0545454545454545,1.7618218511047437
1.0787878787878789,1.8657733746411536
1.1030303030303032,1.9795760393901731
1.1272727272727272,2.1048543834840245
1.1515151515151516,2.24360806994939
1.175757575757576,2.398327006409441
1.2,2.5721516221263188
