x,y
-2.0,-17.77064456361321
-1.9595959595959596,-17.162950932447576
-1.9191919191919191,-16.43139946724913
-1.878787878787879,-15.40009266350128
-1.8383838383838385,-14.808197664180682
-1.797979797979798,-14.051093025509651
-1.7575757575757576,-13.367936920188319
-1.7171717171717171,-12.369170024157969
-1.6767676767676767,-11.833012800873616
-1.6363636363636362,-11.442930067315913
-1.595959595959596,-10.658884199883339
-1.5555555555555556,-9.959340789329987
-1.5151515151515151,-9.736098046857268
-1.4747474747474747,-9.15884489508804
-1.4343434343434343,-8.05561853963091
-1.393939393939394,-8.281248452267477
-1.3535353535353534,-7.642659407583011
-1.3131313131313131,-6.917646661401741
-1.2727272727272727,-6.3982984494474335
-1.2323232323232323,-6.014624945894239
-1.1919191919191918,-5.7554195444831295
-1.1515151515151514,-4.917348948791434
-1.1111111111111112,-5.035900922773978
-1.0707070707070705,-4.177447154941479
-1.0303030303030303,-4.386804707566142
-0.9898989898989898,-4.232398838807787
-0.9494949494949494,-3.440773492149274
-0.909090909090909,-3.084994493902728
-0.8686868686868685,-2.9664244249330913
-0.8282828282828283,-2.6929730821253792
-0.7878787878787878,-2.4407840460024026
-0.7474747474747474,-2.310127007415626
-0.707070707070707,-2.261287701712296
-0.6666666666666665,-1.8646857071697438
-0.6262626262626261,-1.2852048468679178
-0.5858585858585856,-1.686451124806365
-0.5454545454545454,-1.3504895421093854
-0.505050505050505,-1.4385817775346117
-0.46464646464646453,-1.3584823424353618
-0.4242424242424241,-1.1467195059271382
-0.38383838383838365,-0.7643867053560809
-0.3434343434343432,-0.6436753652730905
-0.303030303030303,-0.542030210999556
-0.26262626262626254,-0.368434336907296
-0.2222222222222221,-0.16497950316970245
-0.18181818181818166,-0.1345887312604463
-0.14141414141414121,-0.17838921592660612
-0.10101010101010077,0.044752965139095574
-0.06060606060606055,-0.14345475925436865
-0.02020202020202011,-0.0825159900855359
0.020202020202020332,0.042468217082136404
0.060606060606060996,0.3879071519300612
0.10101010101010122,0.020009636851209267
0.14141414141414144,-0.37443560578401475
0.1818181818181821,-0.06367913003853162
0.22222222222222232,0.2942151680556735
0.262626262626263,0.27723441094031154
0.3030303030303032,0.33803461743661856
0.3434343434343434,0.18809795440483493
0.3838383838383841,0.3116103548183349
0.4242424242424243,-0.18775824487149767
0.464646464646465,0.008530604528515007
0.5050505050505052,-0.1674401550760441
0.5454545454545459,0.13693901618922355
0.5858585858585861,0.10236116148138133
0.6262626262626263,0.20683093868164393
0.666666666666667,0.0029986873088641702
0.7070707070707072,0.008899253146186809
0.7474747474747478,0.051063401101802616
0.7878787878787881,-0.054693351791726796
0.8282828282828287,0.2297559635001707
0.868686868686869,-0.22391497850791497
0.9090909090909092,0.01869958430527706
0.9494949494949498,0.09267137260387447
0.9898989898989901,-0.040785121196459884
1.0303030303030307,0.049750383580134054
1.070707070707071,-0.011720448749768936
1.1111111111111112,-0.05213375831705361
1.1515151515151518,0.17949823145472998
1.191919191919192,-0.2115652582100384
1.2323232323232327,-0.04765081992393248
1.272727272727273,0.27357687084120214
1.3131313131313136,0.08628825914446911
1.3535353535353538,-0.06201303492261656
1.393939393939394,0.09160847811318451
1.4343434343434347,0.4278165853200926
1.474747474747475,0.27116304778297257
1.5151515151515156,0.5798332957566062
1.5555555555555558,0.3990534620025991
1.5959595959595965,0.7156346918227308
1.6363636363636367,0.48655439875071016
1.676767676767677,1.0965847880012856
1.7171717171717176,0.7180945519858389
1.7575757575757578,0.8768879605212521
1.7979797979797985,1.016057119939976
1.8383838383838387,1.1223618680365048
1.878787878787879,1.5082757086235656
1.9191919191919196,1.646323543894088
1.9595959595959598,1.6439277907447485
2.0,1.9454827362237905
