x,y
-3.0,-1.2363554557252698
-2.9393939393939394,-2.077099525034301
-2.878787878787879,-2.612578221255402
-2.8181818181818183,-2.8072354251741944
-2.757575757575758,-2.672014717528587
-2.696969696969697,-2.2554175532662613
-2.6363636363636362,-1.6314102495803102
-2.5757575757575757,-0.8864673998363704
-2.515151515151515,-0.10762023813376287
-2.4545454545454546,0.6272006397437219
-2.393939393939394,1.255848954221827
-2.333333333333333,1.735538239370979
-2.2727272727272725,2.0435949931936594
-2.212121212121212,2.1759480224960583
-2.1515151515151514,2.144042092418997
-2.090909090909091,1.9708736803572535
-2.0303030303030303,1.6867692289585203
-1.9696969696969697,1.3253964667425022
-1.9090909090909092,0.9203482525943335
-1.8484848484848484,0.5024904555652406
-1.7878787878787878,0.09813721292457984
-1.7272727272727273,-0.27198240628690495
-1.6666666666666665,-0.5930699856684435
-1.606060606060606,-0.8560571345616569
-1.5454545454545454,-1.0570130281764054
-1.4848484848484849,-1.1963084078048074
-1.4242424242424243,-1.2776656525794288
-1.3636363636363635,-1.3071989744983308
-1.303030303030303,-1.2925210012182837
-1.2424242424242424,-1.2419654051624793
-1.1818181818181817,-1.1639520118445588
-1.121212121212121,-1.0665021260479508
-1.0606060606060606,-0.9568979805014158
-1.0,-0.8414709848078965
-0.9393939393939394,-0.725498218679393
-0.8787878787878789,-0.6131845818775604
-0.8181818181818183,-0.5077083539426802
-0.7575757575757573,-0.4113098558282009
-0.6969696969696968,-0.3254057803168241
-0.6363636363636362,-0.2507150421977673
-0.5757575757575757,-0.18738530512775706
-0.5151515151515151,-0.135112409399886
-0.4545454545454546,-0.09324760019423457
-0.39393939393939403,-0.0608896701910092
-0.33333333333333304,-0.03696087616998423
-0.2727272727272725,-0.0202668001843301
-0.21212121212121193,-0.00954126033995573
-0.15151515151515138,-0.0034780037503896093
-0.09090909090909083,-0.0007513062482954796
-0.030303030303030276,-2.7826470196795928e-05
0.030303030303030276,2.7826470196795928e-05
0.09090909090909083,0.0007513062482954796
0.15151515151515138,0.0034780037503896093
0.21212121212121238,0.009541260339955789
0.27272727272727293,0.020266800184330205
0.3333333333333335,0.03696087616998438
0.39393939393939403,0.0608896701910092
0.4545454545454546,0.09324760019423457
0.5151515151515151,0.135112409399886
0.5757575757575757,0.18738530512775706
0.6363636363636367,0.2507150421977678
0.6969696969696972,0.32540578031682466
0.7575757575757578,0.41130985582820156
0.8181818181818183,0.5077083539426802
0.8787878787878789,0.6131845818775604
0.9393939393939394,0.725498218679393
1.0,0.8414709848078965
1.0606060606060606,0.9568979805014158
1.121212121212121,1.0665021260479508
1.1818181818181817,1.1639520118445588
1.2424242424242422,1.241965405162479
1.3030303030303028,1.2925210012182835
1.3636363636363633,1.3071989744983308
1.4242424242424248,1.2776656525794283
1.4848484848484853,1.1963084078048067
1.5454545454545459,1.0570130281764043
1.6060606060606064,0.8560571345616553
1.666666666666667,0.5930699856684416
1.7272727272727275,0.27198240628690346
1.787878787878788,-0.09813721292458143
1.8484848484848486,-0.5024904555652423
1.9090909090909092,-0.9203482525943335
1.9696969696969697,-1.3253964667425022
2.0303030303030303,-1.6867692289585203
2.090909090909091,-1.9708736803572535
2.1515151515151514,-2.144042092418997
2.212121212121212,-2.1759480224960583
2.2727272727272725,-2.0435949931936594
2.333333333333334,-1.7355382393709728
2.3939393939393945,-1.2558489542218236
2.454545454545455,-0.6272006397437156
2.5151515151515156,0.10762023813376735
2.575757575757576,0.8864673998363748
2.6363636363636367,1.631410249580314
2.6969696969696972,2.2554175532662657
2.757575757575758,2.672014717528587
2.8181818181818183,2.8072354251741944
2.878787878787879,2.612578221255402
2.9393939393939394,2.077099525034301
3.0,1.2363554557252698
